NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT00005574,Gentamicin Treatment of Muscular Dystrophy,,COMPLETED,"This study will evaluate the antibiotic gentamicin for treating patients with muscular dystrophy caused by a specific genetic abnormality known as a nonsense mutation. In studies of mice with this type of muscular dystrophy, gentamicin treatment produced positive changes in muscle tissue.

Patients with Duchenne or Becker muscular dystrophy caused by nonsense mutations by may be eligible for this 2-week study. Before starting treatment, patients will have evaluations of muscle strength and general well being. Two muscle tissue samples will be taken by needle biopsy, under local anesthetic and sedation. Because of potential risks of hearing loss and kidney toxicity associated with gentamicin, patients will also have a hearing test and blood and urine tests for kidney function before starting treatment. (Currently, gentamicin is commonly prescribed for serious infections of the lungs, heart, and digestive and urinary tracts; adverse effects of hearing loss and kidney toxicity can occur with excessively high drug doses.)

Patients will be hospitalized during drug treatment. Gentamicin will be given intravenously (through a vein) once a day for 14 days. Blood samples will be collected daily to monitor drug levels and determine dosage adjustments, if necessary. Urine samples will be collected to assess kidney function. Hearing tests will be done on days 7 and 10.

On the last day of the study, hearing, kidney function, and muscle strength will be tested and the results compared with pre-treatment levels. Blood and muscle samples will also be taken again for pre-treatment comparison. Hearing, blood, urine, and muscle strength tests will be repeated one month after treatment ends for comparison with previous results.",False,"Becker Muscular Dystrophy, Duchenne Muscular Dystrophy",DRUG,Gentamicin,,,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,,,"CHILD, ADULT, OLDER_ADULT",PHASE1,4,NIH,INTERVENTIONAL,TREATMENT,000083,00-N-0083,2000-02,,2001-01,2002-12-10,,2008-03-04,2024-12-10T07:22:19.264591
NCT02078076,IRM Cardiaque en Respiration Libre Pour Des Patients Atteints de Dystrophinopathie sévère,,COMPLETED,"Clinical, prospective and monocentric study aiming at assessing the feasibility of fibrosis detection and quantification (and of function assessment) during MRI without breath-holds in a population of adults and children with Duchenne myopathy.",False,Duchenne or Severe Becker Myopathy,DEVICE,Magnetic Resonance Cardiac Imaging (with Gadolinium),"Number of exams correctly acquired (feasabiliy of the exam), Number of exams allowing a qualitative assessment of images by the physician, Number of exams allowing a quantitative assessment of the diagnosis","Number of anatomic cardiac segments with significant fibrosis according to the assessment methods (conventional LGE, qualitative detection with GRICS, and quantiative measure with GRICS), Number of cardiac segments with fibrosis and/or regional dysfunction","Institut National de la Santé Et de la Recherche Médicale, France",,ALL,8 Years,,"CHILD, ADULT, OLDER_ADULT",NA,22,OTHER_GOV,INTERVENTIONAL,DIAGNOSTIC,C13-04,2013-A00179-36,2013-06,2015-11,2015-11,2014-03-05,,2016-02-24,2024-12-10T07:22:19.264591
NCT06224660,Modulation of SERCA2a of Intra-Myocytic Calcium Trafficking in Cardiomyopathy Secondary to Duchenne Muscular Dystrophy,MUSIC-DMD,NOT_YET_RECRUITING,"This research study is testing whether an experimental drug, called SRD-001, is safe and helps the weakened heart of patients with Duchenne muscular dystrophy (DMD) regain its ability to effectively pump blood to the rest of the body. SRD-001 is a form of gene therapy. The goal of SRD-001 gene therapy is to provide the heart muscle cells with extra copies of the SERCA2a gene so that they can produce more SERCA2a protein to help the heart muscle cells squeeze/contract better. Researchers will compare SRD-001 treated participants with no-treatment participants; all participants will continue to take their current heart medications. All participants will be followed very closely for 2 years and undergo cardiac magnetic resonance imaging of their heart at baseline, year 1 and year 2 along with assessment of upper limb function and lung function. After the 2 years of close follow-up, all participants will roll over into long-term follow-up where they will be called biannually for information on their current medical status.",False,DMD-Associated Dilated Cardiomyopathy,GENETIC,SRD-001,"Rate of all-cause mortality, Rate and severity of related treatment-emergent adverse events, Rate and severity of all treatment-emergent adverse events, Rate of cell-mediated immune reaction","Change, including normal/abnormal shifts, in 12-lead electrocardiogram (ECG), Change, including normal/abnormal shifts, in laboratory evaluations",Sardocor Corp.,,MALE,18 Years,,"ADULT, OLDER_ADULT",PHASE1,12,INDUSTRY,INTERVENTIONAL,TREATMENT,SRD-001-1004,,2024-03,2027-02,2030-02,2024-01-25,,2024-01-25,2024-12-10T07:22:19.264591
NCT04906460,Open-label Study of WVE-N531 in Patients With Duchenne Muscular Dystrophy (FORWARD-53),,ACTIVE_NOT_RECRUITING,"This is a Phase 1b/2a open-label study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD), and clinical effects of intravenous (IV) WVE-N531 in patients with Duchenne muscular dystrophy (DMD). To participate in the study, patients must have a documented mutation of the DMD gene that is amenable to exon 53 skipping intervention. This study has 2 parts, Part A and Part B. Part A is complete.",False,Duchenne Muscular Dystrophy,DRUG,WVE-N531,Pharmacodynamics: Dystrophin level (% normal dystrophin) as assessed by Western blot of muscle tissue following multiple doses of WVE-N531,"North Star Ambulatory Assessment (NSAA) (Version 2.0), including time to stand and a timed 10-meter walk/run, with a range of 0 to 34 where higher scores indicate better outcome., Performance of the Upper Limb (PUL) (Version 2.0) with a range of 0 to 64 where higher scores indicate a better outcome., Stride Velocity 95th Centile (SV95C)/upper limb outcome (non-ambulatory patients)",Wave Life Sciences Ltd.,,MALE,5 Years,18 Years,"CHILD, ADULT","PHASE1, PHASE2",11,INDUSTRY,INTERVENTIONAL,TREATMENT,WVE-N531-001,,2021-09-28,2025-01,2025-05,2021-05-28,,2024-02-28,2024-12-10T07:22:19.264591
NCT03179631,Long-Term Outcomes of Ataluren in Duchenne Muscular Dystrophy,,COMPLETED,This study is a long-term study of ataluren in participants with nonsense mutation Duchenne muscular dystrophy.,False,"Muscular Dystrophy, Duchenne, Muscular Dystrophies, Muscular Disorders, Atrophic, Muscular Diseases, Musculoskeletal Disease, Neuromuscular Diseases, Nervous System Diseases, Genetic Diseases, X-Linked, Genetic Diseases, Inborn","DRUG, DRUG","Ataluren, PLACEBO",Slope of Change in 6-Minute Walk Distance (6MWD) Over 72 Weeks,"Change from Baseline to Week 72 in 6MWD, Change from Baseline to Week 72 in Time to Run/Walk 10 Meters, Change from Baseline to Week 72 in Time to Climb 4 Stairs, Change from Baseline to Week 72 in Time to Descend 4 Stairs, Change from Baseline to Week 72 in North Start Ambulatory Assessment (NSAA) Total Score, Time to Loss of Ambulation Over 72 Weeks, Time to Loss of Stair-Climbing Over 72 Weeks, Time to Loss of Stair-Descending Over 72 Weeks, Risk of Loss of NSAA Items Over 72 weeks, Number of Treatment-Emergent Adverse Events Considered Related to Study Drug",PTC Therapeutics,,MALE,5 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE3,360,INDUSTRY,INTERVENTIONAL,TREATMENT,PTC124-GD-041-DMD,,2017-07-06,2022-03-05,2023-07-25,2017-06-07,,2024-01-18,2024-12-10T07:22:19.264591
NCT05257473,Defining Endpoints in Becker Muscular Dystrophy,GRASP-01-002,RECRUITING,"This is a 24-month, observational study of 50 participants with Becker muscular dystrophy (BMD)",False,"Becker Muscular Dystrophy, Muscular Dystrophies, Muscular Dystrophy in Children, Muscular Dystrophy, Becker",,,"To assess the natural history of measures of muscle function in BMD, 4-Stair Climb, 100-Meter Timed Test, PERFORMANCE OF UPPER LIMB 2.0 (PUL), HAND HELD DYNAMOMETRY (HHD) AND GRIP, TIMED UP-AND-GO (TUG), Measures of Pulmonary Function (Seated and supine FVC), Measures of Pulmonary Function (MEP and MIP), Measures of Pulmonary Function (other), Measure of ejection fraction (ECHO), Measure of systolic and diastolic function (ECHO)",,Virginia Commonwealth University,"Edgewise Therapeutics, Inc.",MALE,6 Years,,"CHILD, ADULT, OLDER_ADULT",,80,OTHER,OBSERVATIONAL,,HM20023412,GRASP-BMD,2022-04-13,2025-05,2026-05,2022-02-25,,2024-11-04,2024-12-10T07:22:19.264591
NCT03067831,Bone Marrow-Derived Autologous Stem Cells for the Treatment of Duchenne Muscular Dystrophy,,UNKNOWN,"This study is single arm, single center trial to study the safety and efficacy of bone marrow-derived autologous specific populations of stem cells and mesenchymal stem cells for the treatment of Duchenne Muscular Dystrophy (DMD).",False,Duchenne Muscular Dystrophy,BIOLOGICAL,Stem Cells,Improvement in muscle strength using Kinetics Muscle testing or MMT,Brooke and Vignos Scale,Stem Cells Arabia,,ALL,4 Years,25 Years,"CHILD, ADULT","PHASE1, PHASE2",20,OTHER,INTERVENTIONAL,TREATMENT,SCA-DMD1,,2015-09,2021-11,2021-12,2017-03-01,,2020-03-17,2024-12-10T07:22:19.264591
NCT06564974,Registry Study to Observe Long-term Safety of Vamorolone (AGAMREE®) in Patients with Duchenne Muscular Dystrophy.,,RECRUITING,The goal of this observational study is to follow patients being treated with the FDA approved drug AGAMREE® in male patients 2 years of age or older with Duchenne's Muscular Dystrophy for long term safety and quality of life.,False,Duchenne Muscular Dystrophy,DRUG,Vamorolone,"Change in BMI Z score at the End-of-Registry ( 5 years) or Early-Termination., Change in Height Z-score at the End-of-Registry ( 5 years) or Early-Termination., Change in Puberty development using the Tanner Stage at the End-of-Registry ( 5 years) or Early-Termination., Number of Fractures based on Spine x-rays at the End-of-Registry ( 5 years) or Early-Termination., Presence or absence of Cataracts at the End-of-Registry ( 5 years) or Early-Termination., Presence of Cardiomyopathy at the End-of-Registry ( 5 years) or Early-Termination., Evaluation of Hormonal status based on Cortisol levels at enrollment., Presence or absence of Glaucoma at the End-of-Registry ( 5 years) or Early-Termination., Number of patients experiencing any Adverse Events (AEs) or Serious Adverse Events (SAEs) after signing the Informed Consent Form., Change in Pediatric Quality of Life Inventory Duchenne Muscular Dystrophy (PedsQL DMD) Module at the End-of-Registry ( 5 years) or Early-Termination., Change in Duchenne Muscular Dystrophy Quality of Life (DMD-QoL)at the End-of-Registry ( 5 years) or Early-Termination., Change in Euro Qol 5 Dimensions (EQ-5D) at the End-of-Registry ( 5 years) or Early-Termination., Change in Patient Reported Outcome Measure for the Upper Limb (PROM UL) at the End-of-Registry ( 5 years) or Early-Termination., Change in North Star Ambulatory Assessment (NSAA) at the End-of-Registry ( 5 years) or Early-Termination., Change in Performance of Upper Limb (PUL) at the End-of-Registry ( 5 years) or Early-Termination.",,"Catalyst Pharmaceuticals, Inc.",,MALE,2 Years,,"CHILD, ADULT, OLDER_ADULT",,250,INDUSTRY,OBSERVATIONAL,,DMD-001,,2024-07-31,2030-09,2030-11,2024-08-21,,2024-12-04,2024-12-10T07:22:19.264591
NCT03703882,Phase III Study of Edasalonexent in Boys With Duchenne Muscular Dystrophy,PolarisDMD,COMPLETED,"The PolarisDMD study is a Phase 3, global study to evaluate the efficacy and safety of edasalonexent in pediatric patients with a genetically confirmed diagnosis of DMD. Male patients from 4-7 years of age (up to 8th birthday) will be enrolled.

Edasalonexent is an orally administered small molecule that inhibits NF-kB, which is the key link between loss of dystrophin and disease pathology and plays a fundamental role in the initiation and progression of skeletal and cardiac muscle disease in DMD.",True,"Muscular Dystrophy, Duchenne","DRUG, DRUG","Edasalonexent, Placebo",Change From Baseline in North Star Ambulatory Assessment (NSAA),"Change From Baseline in 10-meter Walk/Run Test, Change From Baseline in Time to Stand From Supine, Change From Baseline in 4-stair Climb, Safety and Tolerability Measured by Number of Treatment- Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)",Catabasis Pharmaceuticals,,MALE,4 Years,7 Years,CHILD,PHASE3,131,INDUSTRY,INTERVENTIONAL,TREATMENT,CAT-1004-301,,2018-10-02,2020-09-22,2020-09-22,2018-10-12,2022-06-21,2022-06-21,2024-12-10T07:22:19.264591
NCT04626674,A Gene Transfer Therapy Study to Evaluate the Safety of and Expression From Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),ENDEAVOR,ACTIVE_NOT_RECRUITING,This is an open-label gene transfer therapy study evaluating the safety of and expression from delandistrogene moxeparvovec in participants with DMD. The maximum participant duration for this study is 156 weeks.,False,"Muscular Dystrophy, Duchenne",GENETIC,delandistrogene moxeparvovec,"Part 1: Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Expression at Week 12, as Measured by Western Blot, Part 1: Quantity of Delandistrogene Moxeparvovec Dystrophin Expression at Week 12 as Measured by Western Blot","Vector Shedding, Measured in Urine, Saliva, and Stool Samples Post-Infusion, Level of Antibody Titers to Recombinant Adeno-Associated Virus Serotype rh74 (rAAVrh74), Number of Participants With Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs) and Adverse Events (AEs) of Special Interest, Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12, as Measured by Immunofluorescence (IF) Fiber Intensity, Change from Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12, as Measured by IF Percent Dystrophin Positive Fibers (PDPF), Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by IF Fiber Intensity:, Quantity of Delandistrogene Moxeparvovec Dystrophin Protein Expression at Week 12 as Measured by IF PDPF","Sarepta Therapeutics, Inc.",Hoffmann-La Roche,MALE,2 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE1,55,INDUSTRY,INTERVENTIONAL,TREATMENT,SRP-9001-103,,2020-11-23,2024-07-23,2026-07-31,2020-11-12,,2024-08-26,2024-12-10T07:22:19.264591
