NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,MinimumAgeMonths,MaximumAgeMonths,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT05219188,PErirenal Adipose Tissue and RenaL Hemodynamics in Patients With Heart Failure With Preserved Ejection Fraction,PEARL-HFPEF,Unknown,"Rationale: Perirenal adipose tissue (PRAT) thickness has been associated to worsening renal function and hypertension. The role of PRAT in heart failure with a preserved ejection fraction (HFpEF) has never been established. The hypothesis of this study is that in patients with HFpEF the diameter of PRAT is increased compared with age, sex and BMI matched controls.

Objective: The main objective is to determine whether PRAT thickness is increased in patients with HFpEF. Secondary objectives are to determine whether PRAT thickness is correlated to whole kidney perfusion, renal venous flow patterns, markers of glomerular and tubular damage and dysfunction, NT pro-BNP, renin and aldosterone. Lastly, this study aims to determine whether these correlations are similar for men and women with HFpEF.

Study design: the proposed study is a single center, cross-sectional observational case-control study, including 30 HFpEF patients and 30 healthy controls.

Study population: Adult patients with HFpEF with a body mass index (BMI) of \<25.0 or \>30.0 and healthy age, sex and BMI-matched controls.

Intervention (if applicable): Not applicable. Main study parameters/endpoints: The primary endpoint will be the difference in diameter and volume of perirenal adipose tissue measured on dynamic contrast computed CT (DCE-CT) in patients with HFpEF vs. healthy age, sex and BMI matched controls.

Nature and extent of the burden and risks associated with participation, benefit and group relatedness: Participating subjects will be asked to visit the University Medical Center Groningen (UMCG) twice (once for screening, once for testing visit). During the testing visit they will undergo intravenous contrast abdominal CT, renal sonography, blood drawing and urine collection. Risks associated with these procedure are very limited, rare and include bleeding and infection for venapunction, and contact dermatitis for ultrasound gel. Adverse events for CT include hypersensitivity reactions to contrast agent, which include skin rash, hypotension and bronchospasm.",False,"Heart Failure With Preserved Ejection Fraction, Obesity, Renal Insufficiency",Radiation,"3.7 mS, CT radiation",Perirenal fat thickness,"Kidney perfusion, Renal venous flow patterns, eGFR on CDE-CT, Renal biomarkers, Heart failure severity, Sex differences",University Medical Center Groningen,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,60,Other,Observational,,NL78282.042.21,,2022-02-01,2022-08-01,2022-08-01,2022-02-01,,2022-02-01,2025-07-22T14:56:11.992789
NCT05053256,The Relationship Between Heart Function and Metabolism in HFpEF Patients,,Unknown,"HFpEF has gradually become the most common form of heart failure. Studies have found that metabolic abnormalities and chronic inflammation ultimately lead to HFpEF by promoting heart remodeling. However, there are few relevant studies and the mechanism is still unclear.",False,Heart Failure With Preserved Ejection Fraction,,,"Muscle mass, Blood uric acid, Body fat content",,Chongqing Medical University,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,400,Other,Observational,,2021-08-29,,2021-10-01,2023-09-01,2023-09-01,2021-09-22,,2022-08-24,2025-07-22T14:56:11.992789
NCT04820556,Gut Microbiota in Chronic Noncommunicable Diseases,,Completed,"It is an observational study in patients with chronic noncommunicable diseases (i.e. cardiovascular diseases, diabetes mellitus, non-alcoholic fatty liver disease, chronic obstructive pulmonary disease and asthma ) and control group with no signs of these conditions. The study has a prospective part planned for 2021 and a retrospective part which includes the patients enrolled between 2018-2020. The aim of the study is to investigate gut microbiota composition, its metabolites, levels of inflammatory and other markers of the disease in prospective groups (arterial hypertension, type 2 diabetes mellitus, chronic obstructive pulmonary disease, asthma, non-alcoholic fatty liver disease and control patients) as well as in retrospective groups (chronic heart failure with preserved and reduced ejection fraction, obstructive atherosclerosis of any vascular bed, arterial hypertension, type 2 diabetes mellitus, chronic obstructive pulmonary disease, asthma, non-alcoholic fatty liver disease, and control patients). Also we are planning to investigate the association between gut microbiota composition and its metabolites, levels of inflammatory and other markers of the disease in retrospective and prospective groups.",False,"Arterial Hypertension, Atherosclerosis Occlusive Disease, Heart Failure With Preserved Ejection Fraction, Heart Failure With Reduced Ejection Fraction, Diabetes Mellitus, Type 2, Obstructive Pulmonary Disease, Asthma, Nonalcoholic Fatty Liver Disease",,,"Significant (p<0,05) correlation (r>0,5) between abundance of Faecalibacterium genus and concentration of lipopolysaccharide",,National Medical Research Center for Therapy and Preventive Medicine,Center for Strategic Planning and Management of Biomedical Health Risks of the Federal Biomedical Agency,All,18 Years,79 Years,216.0,948.0,"Adult, Older Adult",,1084,Other Gov,Observational,,3162021,,2021-04-12,2021-12-01,2021-12-01,2021-03-29,,2022-04-19,2025-07-22T14:56:11.992789
NCT03050593,Developing Imaging And plasMa biOmarkers iN Describing Heart Failure With Preserved Ejection Fraction (DIAMONDHFpEF),DIAMONDHFpEF,Completed,"The investigators wish to test a hypothesis that patients with HFpEF have different characteristics on echo, cardiac MRI and plasma protein \& chemical profiles compared to HFrEF and healthy volunteers.",False,"Patients With Heart Failure and Preserved Ejection Fraction - HFpEF, Patients With Heart Failure With Reduced Ejection Fraction - HFrEF, Healthy Controls Group - Age and Sex-matched",Diagnostic Test,"MRI scan, Echo scan",The composite end-point of all-cause mortality or repeat hospitalisation with heart failure,"The number of new clinical diagnoses detected by cardiac MRI, Exercise capacity as assessed by the six-minute walk test, Quality of life assessed by the Minnesota Living with Heart Failure Questionnaire",University of Leicester,"National Institute for Health Research, United Kingdom",All,18 Years,,216.0,0.0,"Adult, Older Adult",,280,Other,Observational,,0328,,2013-02-01,2015-05-01,2015-05-01,2017-02-13,,2017-02-13,2025-07-22T14:56:11.992789
NCT03276728,Study to Evaluate the Safety and Tolerability of AMG 986 in Healthy Volunteers and Heart Failure Patients,,Terminated,To evaluate the safety and tolerability of ascending single (Part A) and ascending multiple (Part B) doses of AMG 986 in healthy adults and of ascending multiple oral doses of AMG 986 in heart failure patients (Part C).,True,"Heart Failure, Healthy Volunteer","Drug, Drug, Drug, Drug","AMG 986 IV, AMG 986 PO, Placebo PO, Placebo IV",Participants With Treatment Emergent Adverse Events (TEAE),"Left Ventricular Ejection Fraction by Visit for Part C Heart Failure With Reduced Ejection Fraction (HFrEF) Cohort, Stroke Volume (Method of Disks, Volumetric Assessment) by Visit for Part C Heart Failure With Reduced Ejection Fraction (HFrEF) Cohort, Stroke Volume (Left Ventricular Outflow Tract Using Doppler Assessment) by Visit for Part C Heart Failure With Reduced Ejection Fraction (HFrEF) Cohort",Amgen,,All,18 Years,85 Years,216.0,1020.0,"Adult, Older Adult",Phase1,182,Industry,Interventional,Treatment,20150183,2017-002940-34,2016-08-12,2019-04-18,2019-04-18,2017-09-08,2022-08-08,2022-08-08,2025-07-22T14:56:11.992789
NCT05122793,"""HerzCheck"" - Detection of Early Heart Failure Using Telemedicine in Structurally Weak Regions",,Active Not Recruiting,"This study is intended to provide a basis for decision-making for the improved medical care of patients with asymptomatic heart failure, especially in structurally weak regions.",False,Heart Failure with Preserved Ejection Fraction,Behavioral,Prevention offer,Improved GLS,"Body weight in kilograms and body height in meters will be aggregated to report BMI in kg/m^2, Systolic and diastolic blood pressure in mmHg, Heart rate in BPM, Quality of life questionnaire 1 in Likert scale, Quality of life questionnaire 2 in Likert scale, laboratory parameters: Iron, transferrin and creatinine, laboratory parameters: Sodium, potassium, chloride, total cholesterol, triglycerides, HDL cholesterole, LDL cholesterole, hemoglobin and MCHC, laboratory parameters: White cells and platelets, laboratory parameters: MCV, laboratory parameters: RDW-SD, laboratory parameter: HbA1c, laboratory parameter: red cells, laboratory parameter: MCH, laboratory parameter: hematocrit, laboratory parameter: NT-proBNP, laboratory parameter: transferrin saturation, laboratory parameter: ferritin, hospitalisations of cardiac origin, arrhythmias or death, Laboratory parameters: urine albumin-creatinine ratio",German Heart Institute,"medneo GmbH, Germany, Medical Statistics, University Medicine of Goettingen, University of Cologne, University Hospital Heidelberg, AOK Nordost, Herz- und Gefaesszentrum Bad Bevensen",All,40 Years,69 Years,480.0,828.0,"Adult, Older Adult",Na,4509,Other,Interventional,Prevention,EA4/204/20,,2021-06-21,2023-04-05,2034-09-30,2021-11-17,,2025-03-06,2025-07-22T14:56:11.992789
NCT02053493,Nitrate's Effect on Activity Tolerance in Heart Failure With Preserved Ejection Fraction,NEAT-HFpeF,Completed,"A randomized, double-blinded, placebo-controlled crossover study to assess effect of isosorbide mononitrate with dose up-titration on activity tolerance as assessed by (hip-worn, tri-axial) accelerometry.",True,Heart Failure,"Drug, Drug","Isosorbide Mononitrate, Placebo","Arbitrary Accelerometry Units (AAU) (Phase I), Arbitrary Accelerometry Units (AAU) (Phase II)","Six Minute Walk Distance (Phase I), Six Minute Walk Distance (Phase II), Patient Preference for Isosorbide Mononitrate Treatment at the End of Study., Borg Score During 6 Minute Walk Test (Phase I), Borg Score During 6 Minute Walk Test (Phase II), Kansas City Cardiomyopathy Questionnaire Overall Summary Score (Phase I), Kansas City Cardiomyopathy Questionnaire Overall Summary Score (Phase II), N-terminal Pro-B-type Natriuretic Peptide Level (Phase I), N-terminal Pro-B-type Natriuretic Peptide Level (Phase II), Improvement in Daily Activity - Hours Active Per Day (Phase I), Improvement in Daily Activity - Hours Active Per Day (Phase II), Improvement in Daily Activity - Slope of Daily Average (Phase I), Improvement in Daily Activity - Slope of Daily Average (Phase II), Improvement in Daily Activity - Area Under the Curve (Phase I), Improvement in Daily Activity - Area Under the Curve (Phase II)",Adrian Hernandez,"National Heart, Lung, and Blood Institute (NHLBI), Mayo Clinic, University of Vermont",All,50 Years,,600.0,0.0,"Adult, Older Adult",Phase2,110,Other,Interventional,Treatment,Pro00050042,4U10HL084904-10,2014-04-01,2015-02-01,2015-03-01,2014-02-03,2016-11-28,2016-11-28,2025-07-22T14:56:11.992789
NCT04317911,Catheter Ablation for Atrial Fibrillation in Preserved Ejection Fraction,AFFECT,Completed,"Atrial fibrillation (AF) displays high prevalence in heart failure with preserved ejection fraction (HF-PEF) and compromises prognosis of affected patients. This study aims to assess catheter ablation (CA) for AF in patients with HF-PEF compared to AF-patients without systolic or diastolic dysfunction. Primary endpoints are freedom from AF and quality of life at 1 year. Furthermore, the study is designed to elucidate mechanistic characteristics distinguishing arrhythmic substrate and predicting AF-recurrence in patients with HF-PEF. For this purpose, left atrial concentrations of biomarkers for inflammation, fibrosis and neurohumoral activation are determined and hemodynamic measurements are performed periprocedurally.

Information on benefit from CA in these patients is necessary for clinical decision making and mechanistic investigations may point to tailored approaches in order to increase therapeutic efficiency.",False,Atrial Fibrillation,Other,Catheter Ablation,Arrhythmia recurrence,"nTproBNP, Troponin T, Systolic left ventricular function in echocardiography, Diastolic left ventricular function in echocardiography, PA-pressure in echocardiography, Quality of life questionnaire, Diastolic function in stressechocardiography, 6-minute-walk-test",University Hospital Heidelberg,Deutsches Zentrum für Herz-Kreislauf-Forschung (DZHK),All,18 Years,,216.0,0.0,"Adult, Older Adult",,102,Other,Observational,,UKHD-2-520/2015,,2016-01-26,2021-09-01,2022-02-01,2020-03-23,,2022-10-27,2025-07-22T14:56:11.992789
NCT03133793,CoQ10 and D-ribose in Patients With Diastolic Heart Failure,,Completed,"The purpose of this study is to compare the clinical benefits of CoQ10 and D-ribose taken by patients who have diastolic heart failure, or heart failure with preserved ejection fraction (HFpEF).",True,"Heart Failure, Diastolic","Drug, Drug, Other, Other","CoQ10, D-Ribose Oral Powder, Placebo pills, Placebo powder",Change in Health Status of Patients With HFpEF,"Change in Vigor, Change in Ejection Fraction (EF), Change in Septal E/e', Change in 6 Minute Walk Test (6MWT), Change in Venous Blood B-type Natriuretic Peptide (BNP) Levels, Change in Lactate, Change in Adenosine Triphosphate (ATP)",University of Kansas Medical Center,National Institute on Aging (NIA),All,50 Years,,600.0,0.0,"Adult, Older Adult",Phase2,216,Other,Interventional,Treatment,STUDY00140741,5R01AG054486-02,2018-02-05,2021-03-12,2021-03-12,2017-04-28,2022-03-03,2022-03-18,2025-07-22T14:56:11.992789
NCT06916611,Heart Failure With Preserved Ejection Fraction and Its Cardiac MR Characteristics of Different Subtypes,,Active Not Recruiting,"Using cardiac magnetic resonance imaging technology, the ejection fraction of heart failure (HFpEF) and different subtypes of cardiac magnetic resonance characteristics, and combined with the clinical characteristics and prognosis of the patient, explore the value of cardiac magnetic resonance in disease diagnosis, classification, treatment and prognosis, and provide new ideas for clinical practice.",False,"HFpEF, Heart Failure With Preserved Ejection Fraction",Other,Cardiac Magnetic Resonance Imaging,"Rate of Cardiovascular death, Rate of readmission of heart failure","Body Temperature, Blood Glucose Levels, Brain Natriuretic Peptide (BNP), Glycated Hemoglobin (HbA1c), Blood Pressure, Heart Rate",The Affiliated Hospital of Xuzhou Medical University,,All,50 Years,,600.0,0.0,"Adult, Older Adult",,500,Other,Observational,,XYFY2023-KL187-01,,2023-05-01,2026-12-31,2026-12-31,2025-04-08,,2025-04-08,2025-07-22T14:56:11.992789
